"Domaine","Support","Année","Nauteurs","Titre"
"Linguistique", "COUV", "2007", "3", "Quelques lieux de variation du positionnement énonciatif dans l'article de recherche"
"Lettres", "COUV", "2013", "1", "Le mal (re)vient de l’intérieur, ou la portée contre-culturelle du Nouvel Hollywood"
"Lettres", "COMM", "2009", "1", "Réécriture et cannibalisation de l'Histoire par la Littérature dans l'oeuvre du Brésilien Antônio Torres"
"Linguistique", "COMM", "2003", "1", "Mots composés, allongement et CV initial en somali"
"Informatique", "ART", "2007", "4", "Vers une convergence entre l'IHM et l'ECD basée sur les facteurs humains pour la conception de systèmes décisionnels performants"
"Lettres", "ART", "2008", "1", "Les voix de l'exil chez Gëzim Hajdari"
"Informatique", "COMM", "2013", "3", "L'apport des Entités Nommées pour la classification des opinions minoritaires"
"Linguistique", "COMM", "2004", "4", "Mesures d’Intelligibilité de segments de parole à l’envers en français : une étude électrophysiologique"
"Lettres", "ART", "2009", "1", "Chlodwig Poth et ses compressions d'œuvres littéraires"
"Lettres", "ART", "2009", "1", "Années 1930 : de simples femmes entre servitudes et imaginaires masculins"
"Linguistique", "COUV", "2009", "1", "Aux sources de la rhétorique arabe et de l'exégèse coranique : la non-transparence du langage, de la racine /b-y-n/ dans le Coran aux conceptions d'al-Jâhiz et d'Ibn Qutayba"
"Lettres", "COMM", "2003", "1", "L'Angleterre moderne et ses inquisitions"
"Lettres", "ART", "2017", "1", "Mots de gorge. Voir (et savoir) dedans la bouche de Pantagruel"
"Lettres", "ART", "1986", "1", "L'authenticité du Traité sur la Résurrection attribué à l'apologiste Athénagore"
"Linguistique", "COMM", "2013", "3", "Du versant empirique au versant théorique : quand l'analyse des données enrichit la SDRT"
"Informatique", "COUV", "1990", "2", "Structures et modèles de documents"
"Linguistique", "COUV", "2014", "1", "La représentation de l'individu en Inde et le paradoxe du  je"
"Lettres", "ART", "2016", "1", "Dans l’ombre de Borges : Tommaso Landolfi"
"Lettres", "COUV", "1998", "1", "Les Vainqueurs des Cinq Clans"
"Linguistique", "COUV", "2008", "3", "De la variation des usages au consensus terminologique : vers un dictionnaire de l'ingénierie nucléaire"
"Lettres", "COMM", "2007", "1", "Les poèmes alphabétiques des six Abécédaires spirituels de Francisco de Osuna"
"Lettres", "COMM", "2004", "1", "La forme brève dans la poésie de Pierre Emmanuel"
"Informatique", "COMM", "2012", "2", "Communication dans les réseaux dynamiques"
"Informatique", "COUV", "2007", "2", "Mélanges non linéaires"
"Informatique", "COMM", "2013", "4", "Caractérisation de solutions pour l'ordonnancement robuste"
"Lettres", "COUV", "2008", "1", "Queering / historiciser le mythe de Gaveston : les libelles de la Ligue et la Fronde"
"Informatique", "COMM", "2006", "2", "Une approche géométrique pour la modélisation des lexiques en langues signées"
"Informatique", "ART", "2018", "3", "Machines autonomes éthiques : questions techniques et éthiques"
"Linguistique", "COMM", "1996", "2", "Technique chirurgicale et indications de l'hémipharyngo-laryngectomie sub-totale type « Pearson »"
"Linguistique", "ART", "2013", "1", "Perspectives dynamiques sur la ségrégation sociolinguistique en milieu urbain : le cas de Marseille"
"Informatique", "COMM", "2008", "3", "Navigation sur des cartes de connaissances suportées par un treillis de Galois"
"Lettres", "ART", "2011", "1", "Le poème : l'appel"
"Informatique", "COMM", "2005", "5", "Appréhender dynamiquement les textes à plusieurs niveaux de détail"
"Linguistique", "ART", "2009", "1", "Etude du topicaliseur Thì en vietnamien"
"Lettres", "COMM", "2008", "1", "Affinités linguistiques dans la Grammatica hungarolatina de Janos Sylvester"
"Linguistique", "COMM", "2012", "1", "Portrait de l’enseignant de langue en être angoissé"
"Linguistique", "COMM", "2011", "1", "Chercheur invité à la Nuit des Chercheurs, ConnaiSciences, Domaine d'O, Montpellier, 23/9/2011"
"Informatique", "COMM", "2014", "4", "Apprentissage d'ordonnancement et influence de l'ambiguïté pour la prédiction d'activité sur les réseaux sociaux"
"Lettres", "COUV", "2017", "1", "The Commonwealth of Oceana (1656) de James Harrington : une brèche dans l'édifice patriarcal anglais à l'heure des Révolutions ?"
"Informatique", "COUV", "1997", "3", "Dynamique des populations et modélisation : application aux systèmes hôtes-macroparasites et à l'épidémiologie en environnement marin."
"Lettres", "ART", "2015", "1", "De Toto à Zildo : les Italies de Frederick W. Rolfe, Baron Corvo"
"Lettres", "ART", "2016", "2", "Les relations texte / image dans l'édition numérique enrichie d'une œuvre littéraire"
"Linguistique", "ART", "2013", "1", "Technodiscursivités natives sur Twitter. Une écologie du discours numérique"
"Informatique", "COMM", "2017", "3", "Escape Classroom : un escape game pour l’enseignement"
"Linguistique", "COMM", "2008", "1", "Eugen Wüster. De l'esperanto à la terminologie"
"Informatique", "ART", "2010", "2", "Protection des données médicales numérisées : questions à Jean-François Parguet et à Philippe Pucheral, propos recueillis par Dominique Chouchan"
"Informatique", "COMM", "2016", "5", "Outillage pour la modélisation, la vérification et la génération d'applications temporisées et embarquées"
"Lettres", "COUV", "2010", "2", "Avant-propos (Technique et éthique)"
"Informatique", "COMM", "2011", "5", "Graphe de connectivité cérébrale et longue dépendance"
"Linguistique", "ART", "1997", "1", "Perspectives phonologiques : compositionnalité, constituance; dynamiques et métriques"
"Informatique", "COMM", "2006", "2", "Recherche dans les banques d'ADN par indexation parallèle"
"Linguistique", "ART", "2017", "1", "Outils notionnels pour l’analyse des controverses"
"Informatique", "COMM", "2006", "4", "Les personnes âgées en EHPAD. Les TIC sont-elles un mode de reliance sociale ?"
"Linguistique", "ART", "2010", "1", "Structuration physiologique de la gestuelle : modèle et tests"
"Lettres", "COUV", "2014", "1", "Bande dessinée historique et permanence des clichés : l’exemple de l’Histoire de France en bandes dessinées du journal Le Monde"
"Linguistique", "COUV", "2006", "1", "Textualité et systèmes linguistiques"
"Lettres", "ART", "2007", "2", "Le profil du recueil : observations sur le contexte manuscrit des Quinze Signes du Jugement dernier"
"Informatique", "COMM", "2009", "3", "Equipment replacement planning in a telecommunication network with a decreasing number of clients"
"Lettres", "ART", "2012", "1", "Les synesthésies dans les cubomanies et l'écriture poétique de Gherasim Luca"
"Linguistique", "ART", "2011", "1", "Plaidoyer pour un article zéro en français"
"Linguistique", "COUV", "2015", "1", "La francophonie à l'ère de la mondialisation"
"Lettres", "COUV", "2006", "1", "Daniele Manin et la réflexion sur le destin national de Venise après 1848"
"Lettres", "ART", "1999", "1", "My wife ... died : une mort en pointillé dans Flaubert's Parrot de Julian Barnes"
"Linguistique", "COMM", "2016", "1", "Altérité langagière : représentations et stratégies d'appropriation dans le discours d'étudiants philippins"
"Informatique", "ART", "1997", "2", "Lexique, langue et tâche dans un dialogue homme-machine finalisé"
"Informatique", "COMM", "2009", "2", "Enrichissement automatique d'une base de connaissances biologiques à l'aide des outils du Web sémantique"
"Informatique", "ART", "2017", "2", "Modélisation éthique de l'Internet des Objets"
"Informatique", "COMM", "1997", "6", "Validation d'un système critique par rétro-conception formelle"
"Informatique", "COMM", "2008", "3", "Le modèle Inframétrique pour Internet"
"Informatique", "ART", "2003", "2", "Système de classification hybride interprétable par construction automatique de systèmes d'inférence floue"
"Informatique", "ART", "2007", "5", "Eléments de prétopologie généralisée"
"Informatique", "COMM", "2016", "3", "L'empire romain ne doit pas être géré comme une petite île grecque"
"Lettres", "ART", "2012", "1", "La relation dans le poème-Sacré : quand l’érotique et le politique s’emmêlent"
"Informatique", "COMM", "2009", "1", "Estimation d'état pour des systèmes linéaires : approche algébrique"
"Informatique", "COMM", "1997", "1", "Auto-évaluation des énoncés générés par SYGEP, un système de génération d'énoncés de problèmes"
"Linguistique", "ART", "1988", "1", "L'intégration des signaux électromyographiques des muscles de la phonation"
"Informatique", "COMM", "2004", "3", "Les espaces d'interactions : vers une géométrie des systèmes d'agents mobiles"
"Informatique", "COMM", "2016", "2", "État de l’art des méthodes de détections de communautés dans les réseaux bipartis binaires et pondérés."
"Informatique", "COMM", "2004", "2", "Une mesure de pertinence pour le tri de l'information dans un index de fin de livre"
"Informatique", "COUV", "2011", "4", "Transmission des mesures d'un réseau de capteurs environnementaux en bande ISM. Une approche semi-logicielle"
"Informatique", "ART", "2014", "1", "Compte-rendu d'habilitation : Modélisation à haut niveau d'abstraction pour les systèmes embarqués"
"Lettres", "COUV", "2012", "1", "Français (romantisme)"
"Lettres", "COUV", "2016", "1", "« Rossignol »"
"Linguistique", "ART", "2017", "1", "Des mots normands dans Force ennemie de John-Antoine Nau"
"Informatique", "ART", "2009", "1", "D-STAG : un formalisme d'analyse automatique de discours basé sur les TAG synchrones"
"Linguistique", "ART", "2017", "1", "Les particules d'orientation du berbère. Fonctionnement, sémantisme et origine"
"Linguistique", "COUV", "2007", "1", "Figement et discours spécialisés"
"Linguistique", "COMM", "2003", "1", "Recherches en didactique intégrée des langues"
"Linguistique", "COMM", "2012", "1", "Exploitation d'un corpus annoté pour l'analyse des relations causales"
"Lettres", "COUV", "2015", "1", "Retrouvailles, découvertes, dénouements"
"Lettres", "COUV", "2014", "1", "Les élections, mode de consultation en déclin ?"
"Informatique", "COMM", "2007", "5", "Modélisation d'horizons sismiques par les algorithmes génétiques"
"Informatique", "ART", "1995", "1", "Les débuts de la théorie des automates"
"Informatique", "COMM", "2008", "4", "Utilisation des Systèmes d'Inférence Floue pour la reconnaissance des gestes"
"Linguistique", "COUV", "2010", "1", "Rôle de l’interaction langagière adulte-enfant dans l’acquisition des déterminants chez des enfants entre un et quatre ans"
"Linguistique", "ART", "2009", "1", "La phraséologie en classe de FLE"
"Lettres", "ART", "2006", "1", "Les mondes de la fiction"
"Lettres", "COMM", "2017", "1", "Solitude choisie, le cas des actuels auteurs tibétains sinophones"
"Linguistique", "ART", "1991", "1", "Aperçu sur la toponymie gorbiasque"
"Informatique", "ART", "2011", "2", "Classification interprétable floue du diabète - Amélioration des performances d'un classifieur flou"
"Linguistique", "COMM", "2011", "1", "Futur d'énonciation mensongère vs futur de conjecture en français"
"Linguistique", "COMM", "2009", "1", "Comment passer d'une compétence langagière à une compétence interculturelle dans un contexte de classe multiculturelle partageant le FLS ?"
"Lettres", "COUV", "2012", "1", "Modéliser l'affectivité : la constitution d'un  corps  dans L'Astrée"
"Informatique", "COMM", "2008", "2", "Etude comparative de deux approches de classification recouvrante : Moc vs. Okm"
"Informatique", "COMM", "2006", "3", "La problématique de l'évolution dans les architectures logicielles"
"Linguistique", "ART", "2006", "2", "Thématisation, ruptures thématiques et réécriture dans les écrits scolaires"
"Linguistique", "COUV", "2013", "2", "Des enseignants aux chercheurs en didactique des langues. Postures épistémologiques entre identités, cultures et imaginaires professionnels"
"Linguistique", "COMM", "2006", "2", "La TEI au service de la transmission documentaire ou de la valorisation des richesses patrimoniales : le cas difficile des dictionnaires anciens"
"Linguistique", "ART", "2010", "1", "La formation initiale des enseignants européens, apprendre à s'adapter et à s'éduquer au plurilinguisme."
"Linguistique", "COMM", "2004", "1", "Mais où sont passés les glides simples du somali ?"
"Lettres", "COMM", "2015", "1", "L'auteur contemporain dans le dispositif français de la résidence d'écrivain : quelle indépendance ?"
"Informatique", "ART", "2007", "2", "Analyse et représentation en deux dimensions de traces pour le suivi de l'apprenant"
"Lettres", "COMM", "1988", "1", "L'art du 'petit commentaire' : Nicolas Lefèvre de la Boderie"
"Lettres", "ART", "2012", "1", "Decore, convenance, bienséance et grâce dans les Arts poétiques français, (re)naissance d’une poétique de la difference"
"Informatique", "COMM", "2016", "4", "Minimisation du Temps de Réponse moyen d'une Cascade de Détection"
"Informatique", "COMM", "2008", "1", "Vers une personnalisation des EIAH par la détection des styles d'apprentissage à partir de l'analyse des comportements de l'apprenant"
"Informatique", "COMM", "2007", "2", "Cluny: de la gestion de données à la réalité augmentée"
"Informatique", "COMM", "2004", "1", "L'informatisation des données obstétricales/périnatales"
"Lettres", "COUV", "2018", "1", "L’école imaginaire : de l’utopie classique à la Robinsonnade. Une archéologie de la scène scolaire"
"Lettres", "COUV", "2011", "1", "Les frontières du savoir. D'Alembert et la spécialisation des discours au XIXe siècle"
"Informatique", "ART", "2011", "4", "Réseaux, communication et territoires Espaces virtuels et pré-expérience de l'espace géographique"
"Informatique", "COUV", "2004", "1", "Le lexique-grammaire du grec moderne"
"Lettres", "COUV", "2015", "1", "L'Histoire des troubles de Hongrie de Martin Fumée (1594) : un exemple de chronique historique"
"Lettres", "ART", "2017", "1", "Ce que les Juifs n’ont pas vendu” : notes en marge de Solde"
"Lettres", "COMM", "2015", "1", "Romain Rolland et ses réseaux indiens : une mondialité littéraire et intellectuelle en gestation"
"Informatique", "COMM", "2014", "3", "Une Approche Multi-Agent basée sur la Confiance pour une Découverte Distribuée de Services dans les Réseaux Sociaux"
"Lettres", "COUV", "2013", "1", "« Salomon, Homère hébreu ? » dans Génie national et traductions en français aux siècles classiques (1610-1815)"
"Lettres", "COUV", "2015", "1", "'Fallings from us, vanishings' : l'art de la disparition de Wordsworth à Shelley."
"Informatique", "COUV", "2014", "2", "Simulation temps réel de réseaux électriques à l’aide des architectures multicœurs"
"Lettres", "COUV", "2013", "1", "Un trait d’union signifiant (le poétique dans La tumba de Antígona)"
"Informatique", "COMM", "2009", "3", "Contribution à l'élaboration d'un modèle de plateforme collaborative d'annotation multimédia de partitions musicales numériques"
"Informatique", "COMM", "2012", "3", "Détection Visuelle de Communautés: Une Evaluation des Approches 2D, 3D Perspective et 3D Stéréo"
"Informatique", "COMM", "2017", "5", "Sélection optimale de capteurs de référence pour le stockage de données spatialement corrélées"
"Linguistique", "ART", "2008", "1", "La deixis spatiale dans les descriptions d'itinéraires piétons : comment s'orienter dans l'espace de la ville ?"
"Lettres", "ART", "2008", "1", "La mise à l’Index de Madame Bovary le 20 juin 1864"
"Informatique", "COMM", "2009", "4", "Reconstruction géométrique par estimation de posture"
"Informatique", "ART", "2007", "1", "Modèle d'équilibrage de Charge pour les Grilles de Calcul"
"Informatique", "COMM", "2009", "5", "Conception de systèmes par applications de modèles paramétrés"
"Linguistique", "ART", "2009", "1", "De la synonymie, vue à travers les emplois des mots synonyme, synonymie et synonymique dans les textes"
"Lettres", "ART", "2003", "1", "Essai, hybridité et ironie chez Suso de Toro"
"Linguistique", "COMM", "2009", "7", "Etude de la voix chuchotée : pression sous-glottique réelle et analyse posturale"
"Lettres", "COUV", "2008", "1", "Voyager avec le diable Zéphir dans le Roman de Perceforest (XVe siècle) : la tempête, la Mesnie Hellequin, la translatio imperii et le souffle de l’inspiration"
"Lettres", "ART", "2016", "1", "Cartes et contre-cartes à la conférence de paix de Paris (1919): débats cartographiques au sein de la délégation britannique"
"Informatique", "COMM", "2014", "2", "Étude quantitative des disfluences dans le discours de schizophrènes : automatiser pour limiter les biais"
"Informatique", "COMM", "2009", "2", "Ordonnancement des travaux interférants sur machines parallèles"
"Lettres", "COMM", "2003", "1", "« Généalogie générique du monologue dramatique browningnien : du monopolylogue »."
"Linguistique", "COUV", "2015", "1", "Peuple/Nation: Un concept clé de la modernité démocratique"
"Linguistique", "COMM", "2007", "1", "Ergativité nominale et actance verbale en basque"
"Informatique", "ART", "2017", "2", "Pivots et Elections"
"Informatique", "ART", "2010", "2", "À propos de l’écologie comportementale"
"Linguistique", "ART", "1991", "1", "Un genre fantôme : le lai narratif"
"Informatique", "COMM", "2011", "4", "Modélisation pour la localisation de plateformes logistiques pour le transport de marchandises en ville"
"Informatique", "COMM", "2005", "4", "SART : un système d'aide à la décision pour la régulation d'un réseau de transport bimodal"
"Linguistique", "COMM", "2005", "1", "« Vendetta et vengeance dans l'œuvre de Mérimée : émotions, justifications et valeurs »"
"Linguistique", "ART", "2000", "2", "Une évaluation de l'algorithme de stylisation mélodique MOMEL"
"Lettres", "COUV", "2006", "1", "CARNAVAL ET DANSE MACABRE : METAMORPHOSES DE LA FETE DANS « A LATE ENCOUNTER WITH THE ENEMY » DE FLANNERY O'CONNOR"
"Lettres", "COMM", "2010", "1", "Die Familie Marum-Lunau im Exil : Frankreich, Marokko, Mexiko und die Vereinigten Staaten (1933-1947)"
"Linguistique", "ART", "2007", "1", "Analyse énonciative du point de vue, narration et analyse de discours"
"Linguistique", "COUV", "2003", "2", "Déficience flexionnelle et temps topical en wolof"
"Lettres", "COMM", "2015", "1", "L’intertextualité intra/interlinguale à travers l’écriture du récit de voyage d’al- TahTāwī."
"Informatique", "COMM", "2014", "6", "Réduction de l'espace de recherche pour les personnages de bandes dessinées"
"Lettres", "COMM", "2007", "1", "Autour du concept d’archive de l’oralité : le siège de la citadelle de Calvi en 1794 chez l’écrivain Claude Simon"
"Lettres", "COUV", "2012", "1", "Angélica Liddell : les blessures disent la vérité"
"Lettres", "COUV", "2016", "1", "« Mo Yan et la littérature mondiale »"
"Informatique", "COMM", "2012", "2", "Propagation de contraintes arithmétiques"
"Informatique", "ART", "2013", "2", "Y-a-t-il un robot pilote dans l'avion ?"
"Informatique", "COMM", "2011", "3", "Les formalismes de scénarisation pédagogique existants permettent-ils de scénariser des learning games en réalité mixte ?"
"Informatique", "COUV", "2003", "1", "Un regard théorique sur les modes à transposition limitée de Messiaen"
"Linguistique", "COUV", "2013", "2", "Usages et fonctions des formes transsémiotiques dans des discours sur la création artistique"
"Linguistique", "COMM", "2007", "1", "Construction intra/intersubjective des connaissances et du sujet connaissant"
"Linguistique", "ART", "2011", "1", "Mesāk : notes de toponymie"
"Linguistique", "ART", "2002", "1", "Les métaphores d’Internet"
"Linguistique", "ART", "2013", "1", "Les tests de langues : une nécessité ?"
"Linguistique", "COMM", "2001", "1", "Prédication et opérations énonciatives, le cas de la modalisation"
"Lettres", "ART", "2018", "1", "Guerre"
"Lettres", "ART", "2009", "1", "Je me rappelle (années 70) - En guise d'introduction à la journée d'études sur l'autoportrait fragmentaire"
"Linguistique", "COMM", "2014", "1", "Se former, former à l’interculturel : un atout, une démarche et des questions en débat"
"Informatique", "COMM", "2012", "2", "Extraction de mots-clefs dans des vidéos Web par Analyse Latente de Dirichlet"
"Informatique", "ART", "2013", "1", "Rencontres nationales des systèmes complexes 2012 - Entretiens de Sète"
"Informatique", "COMM", "2005", "2", "Personnalisation de l'information: état de l'art et modèle générique de profils utilisateurs"
"Linguistique", "COMM", "2008", "1", "Fillers en position pré-nominale en français : éléments entre phonologie, morphologie et pragmatique dans le cadre de la grammaticalisation du paradigme des déterminants"
"Informatique", "COMM", "2011", "1", "Gestion des données avec gLite"
"Linguistique", "ART", "2012", "1", "Argot du corps et dépréciation : Formes et valeurs d'une pratique discursive de moquerie"
"Linguistique", "COMM", "2002", "1", "Temps verbaux et genres littéraires : de la distinction entre histoire et biographie dans la littérature latine classique"
"Linguistique", "ART", "1988", "1", "Les diminutifs dans le dialecte arabe de Mauritanie"
"Informatique", "COMM", "2009", "1", "Discussion critique sur quelques techniques récemment introduites pour la segmentation de données vectorielles fortement bruitées par minimisation de la complexité stochastique"
"Lettres", "ART", "2014", "1", "Urbs ou la découverte de Rome par Frei Heitor Pinto (1559-1560)"
"Informatique", "COMM", "2008", "3", "Un modèle markovien pour GSAT et WalkSAT résultats préliminaires"
"Informatique", "COMM", "2015", "1", "RSE, Innovation et Performance : une étude longitudinale en PME"
"Linguistique", "COMM", "2011", "2", "Brésiliens en Guyane - Généalogies, discours, mobilités"
"Informatique", "COMM", "2011", "2", "Utilisation de EGI par la communauté des modélisateurs en systèmes complexes"
"Informatique", "ART", "2007", "2", "Morphing de métamodèles"
"Informatique", "COMM", "2012", "4", "Segmentation des fichiers logs"
"Lettres", "COUV", "2012", "1", "Michelet et la sorcière"
"Informatique", "ART", "2003", "1", "Ceci n'est pas un boycott"
"Linguistique", "COMM", "2008", "1", "La résurgence dans l’appropriation phonologique de l’anglais relèverait-elle d’une perpétuelle gageure didactique ?"
"Lettres", "COMM", "2010", "1", "Sur les traces d'une mémoire effacée"
"Informatique", "ART", "2004", "3", "Algèbre de Hopf de graphes"
"Linguistique", "COUV", "2007", "2", "La place des langues des élèves à l'école en contexte guyanais"
"Informatique", "COMM", "2008", "5", "Reconfiguration dynamique du placement dans les grilles de calculs dirigée par des objectifs"
"Linguistique", "COMM", "2006", "1", "Linéarisation et expressivité dans un type de texte spécialisé : le compte rendu boursier"
"Linguistique", "ART", "2013", "1", "Paying your Visa with your MasterCard: La spirale infernale des cartes de crédit aux États-Unis"
"Informatique", "ART", "2017", "3", "Éthique collective dans les systèmes multi-agents"
"Informatique", "COMM", "2008", "1", "Factorisation des calculs dans un réseau bayésien : interprétation des facteurs"
"Informatique", "COMM", "2014", "3", "Prise de décision contextuelle en bande organisée : Quand les bandits font un brainstorming"
"Linguistique", "ART", "2002", "1", "L'adjectif en -ien comme révélateur de phénomènes de concurrence"
"Lettres", "COMM", "2007", "1", "Le mythe de l'ondine : une réécriture positive dans le récit de Fouqué"
"Informatique", "COMM", "2010", "3", "Ordonnancement d'alternatives dans le cadre de la théorie des fonctions de croyance."
"Lettres", "COUV", "2011", "2", "Brunet Latin, Li Livres dou Tresor, XIIIe s. (1266-1268) (n° 965)."
"Informatique", "COMM", "2018", "8", "Identification des cancers mammaires triple-négatifs : analyse statistique de variables radiomiques issues des images TEP et de variables métabolomiques"
"Informatique", "COMM", "2013", "3", "Outil d'analyse temps-fréquence multi-résolution appliqué aux signaux audio"
"Informatique", "ART", "2003", "2", "Pour une approche ergonomique de la conception d'un dispositif de formation à distance utilisant les TIC"
"Linguistique", "ART", "1995", "1", "Poésie dialectale et noms de lieux"
"Linguistique", "COMM", "2015", "2", "...des conférences enfin disons des causeries... Détection automatique de segments en relation de paraphrase dans les reformulations de corpus oraux."
"Linguistique", "COMM", "1999", "1", "Fonctionnements discursifs de l'interjection ah oui en procédure de service : formes et raison d'une association"
"Linguistique", "COUV", "2006", "1", "Couvents et monastères dans le théâtre lyrique français sous la Troisième République (1870-1914)"
"Linguistique", "COUV", "2018", "1", "Les proverbes et l’expression des sentiments : un regard discursif et contrastif"
"Informatique", "COMM", "2017", "2", "Zones « menottables » sur un maillage 3D"
"Informatique", "COMM", "2011", "3", "Services Web : du test actif au test passif"
"Lettres", "COUV", "2010", "1", "Entrées : « mystique / mysticisme » , « quiétisme »"
"Linguistique", "ART", "2007", "1", "La reformulation dans le dialogue finalisé en français. Propriétés intonatives et mimico-gestuelles"
"Informatique", "COMM", "2015", "3", "Optimisation d'un service d'autopartage de véhicules électriques"
"Linguistique", "COUV", "2013", "1", "Construction et déplacement de la frontière discursive dans l’Allemagne unifiée : le cas du discours Est-Ouest"
"Informatique", "COMM", "2011", "3", "Un cycle de vie complet pour l'enrichissement sémantique des folksonomies"
"Linguistique", "ART", "2007", "1", "La cyberpolitesse : Formes d'adresse, ouverture et clôture dans les courriers électroniques"
"Linguistique", "ART", "2009", "1", "L’évaluation à la périphérie du prédicat : constructions, lexiques et relations sémantiques"
"Linguistique", "ART", "2008", "1", "Les traducteurs sont-ils des normopathes ?"
"Informatique", "ART", "2018", "1", "L'État peut-il rester tiers garant à l'heure de la blockchain ?"
"Informatique", "ART", "2012", "3", "Optimisation numérique en prototypage rapide"
"Informatique", "COMM", "2014", "4", "Cellular Vehicular Networks (CVN): ProSe-based ITS in advanced 4G networks"
"Informatique", "COMM", "2007", "3", "Suivi de mouvements respiratoires : survol et nouvelle approche"
"Lettres", "COUV", "2017", "1", "Tomber du nid ou pondre un texte : comment quitter l’enfance ? Autour de l’album Cacou, l’œuf qui n’en fit qu’à sa tête"
"Linguistique", "COMM", "2011", "1", "Limites théoriques et méthodologiques de l'analyse des corpus d'interactions verbales : retour vers Bakhtine."
"Lettres", "COMM", "2005", "1", "Al Fârâbî, la religion entre cosmologie et politique"
"Informatique", "COMM", "2005", "3", "Apprentissage de Contraintes Globales Implicites"
"Linguistique", "ART", "2004", "1", "Des images d'utopie(s) aux stylèmes de la pensée utopique."
"Lettres", "ART", "2005", "1", "La vraisemblance dans le Dictionnaire dramatique (1776) de Chamfort: le début de la fin"
"Lettres", "COUV", "2011", "1", "Usages du merveilleux dans le Clovis de Desmarets de Saint-Sorlin"
"Informatique", "COMM", "2009", "1", "Géométriser le sens lexical La synonymie comme accès à la sémantique"
"Informatique", "COMM", "2015", "2", "Ordonnancement de travaux interférants avec la date d'achèvement et contraint nombre de retards des travaux"
"Linguistique", "ART", "2013", "2", "L'art de faire des tableaux dans les écritures aztèque et maya"
"Lettres", "ART", "2011", "1", "L'impossible échec ou comment accepter d'être écrivain"
"Informatique", "ART", "2016", "1", "Lutter contre les codes malveillants"
"Informatique", "ART", "2006", "1", "Exécution d'un graphe cubique de tâches sur un réseau bi-dimensionnel et asymptotiquement optimal"
"Informatique", "COMM", "2014", "3", "Segmentation de nuages de points par octrees et analyse en composantes principales"
"Linguistique", "COUV", "2005", "1", "La grammaire générale dans le dictionnaire de pédagogie de Ferdinand Buisson (1878-1887)"
"Lettres", "ART", "2016", "1", "Pour une redéfinition des recherches narratologiques contemporaines"
"Linguistique", "ART", "2012", "1", "La langue russe à l'épreuve de la crise économique de 2007-2009 : les apports linguistiques au travers de la presse"
"Linguistique", "COMM", "2007", "1", "Les deux formes du rituel lu'at, chez les Mangyan Patag (Mindoro, Philippines)"
"Lettres", "COUV", "2016", "1", "Méthodes d'analyse formelle des séries télévisées : une mise en perspective méta-critique"
"Lettres", "ART", "2013", "1", "Universalité de l'exil ? (Edward W. Said, Réflexions sur l'exil et autres essais)"
"Linguistique", "COUV", "2012", "1", "Ce qui fait rire le linguiste, ou du métalangage chez Saussure"
"Informatique", "ART", "2010", "3", "Acquisition de connaissances lexicales à partir de corpus : la sous-catégorisation verbale en français"
"Informatique", "COUV", "2013", "32", "Le Design des Interfaces Numériques en 170 mots-clés. Des interactions homme-machine au design interactif."
"Linguistique", "ART", "2008", "1", "Le non-dit de l'idéologie : l'invention de la chose et du mot"
"Informatique", "COMM", "2015", "6", "Calcul de champ ultra-sonore interactif en configurations complexes sur architectures massivement parallèles"
"Lettres", "ART", "2015", "1", "Neon Genesis Evangelion ou la déconstruction du robot anime"
"Informatique", "COMM", "2016", "4", "Rob-cem I : un démonstrateur des problématiques de Compatibilité Electromagnétique dans les circuits et architectures électroniques embarquées"
"Informatique", "COMM", "2012", "4", "Système interactif de détection de comportements dynamiques anormaux"
"Linguistique", "ART", "2009", "1", "Des adverbes d'énonciation aux marqueurs d'attitude énonciative : le cas de la construction tout + Adjectif"
"Lettres", "COUV", "2013", "1", "Chateaubriand ou presque rien"
"Lettres", "COMM", "2007", "1", "Conflits et soumission. Les techniques d’interrogatoire de la STASI dans les thèses de doctorat de la Juristische Hochschule Potsdam"
"Lettres", "ART", "2013", "1", "Incandescences de 1947 dans quelques textes de Raharimanana : écrire 47 sur corps et voix"
"Informatique", "COMM", "2010", "1", "BPEL2B : Un outil d'aide à la vérification de la composition de services Web basé sur la preuve et le raffinement"
"Lettres", "ART", "2012", "3", "Communication et soins. Deuxième partie : l'approche linguistique"
"Lettres", "COUV", "2017", "1", "Temporalité(s) sacrée(s) et politique(s) dans La Numancia de Cervantès"
"Lettres", "ART", "2013", "1", "Prédication et libelles diffamatoires autour de Boucher"
"Informatique", "ART", "2016", "4", "Représentation ego‐centrée à base d’affordances de l’environnement pour la simulation multi‐agents de trafic"
"Informatique", "COMM", "2007", "3", "Approche décentralisée pour résoudre le problème du transport à la demande"
"Lettres", "ART", "2018", "1", "Régis Jauffret : Microfictions 2018, « millefeuille d'univers »"
"Linguistique", "COMM", "2011", "1", "Evolution et variation des composés savants non suffixés de la règle d’accentuation A + B"
"Linguistique", "ART", "2011", "1", "Sur l'origine présumée du fractionnement dialectal de la langue basque"
"Linguistique", "ART", "2015", "1", "Stratégies de contournement de l'adresse et délocution : le tiers du discours politique"
"Linguistique", "COUV", "2004", "1", "Etude de la langue. La Démocratie en Amérique, II, d'Alexis de Tocqueville"
"Lettres", "COMM", "2008", "1", "Quand les lièvres s'envolent : le dialogue entre les écrivains allemands et français pour la jeunesse dans l'entre-deux-guerres"
